institución,DIRECCIÓN,GEOLOCALIZACIÓN,UNIDAD ACADÉMICA / ÁREA,CARRERAS,LINK,Tipo,PERIODO DE INSCRIPCIÓN,Teléfono,CONTACTO,INFO ADICIONAL
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229457",Instituto Dan Beninson,Física de la Radioterapia,https://www.unsam.edu.ar/institutos/danbeninson/607/dan-beninson/fisica-radioterapia,Especialización,,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229462",Instituto de Tecnología Prof. Jorge Sabato,Ensayos No Destructivos,https://www.unsam.edu.ar/institutos/sabato/34/sabato/ensayos-no-destructivos,Especialización,,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229469",Escuela de Arte y Patrimonio,Conservación y Restauración del Patrimonio Cultural,https://www.unsam.edu.ar/escuelas/eayp/407/tarea/conservacion-restauracion-cultural,Especialización,,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229479",Escuela de Hábitat y Sostenibilidad,Gestión Ambiental,https://www.unsam.edu.ar/escuelas/ehys/71/3ia/gestion-ambiental2,Especialización,,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229480",Escuela de Hábitat y Sostenibilidad,Tecnologías e Impacto Ambiental de Materiales Plásticos,https://www.unsam.edu.ar/escuelas/ehys/79/3ia/materiales-plasticos,Especialización,,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229481",Escuela de Hábitat y Sostenibilidad,Evaluación de Contaminación Ambiental y su Riesgo Toxicológico,https://www.unsam.edu.ar/escuelas/ehys/139/3ia/contaminacion-ambiental,Especialización,,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229482",Escuela de Hábitat y Sostenibilidad,Política y Planificación del Transporte,https://www.unsam.edu.ar/escuelas/ehys/260/transporte/planificacion-transporte,Especialización,,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229483",Escuela de Hábitat y Sostenibilidad,Gestión del Transporte Aerocomercial,https://www.unsam.edu.ar/escuelas/ehys/629/transporte/gestion-transporte-aerocomercial,Especialización,,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229484",Escuela de Hábitat y Sostenibilidad,Gestión y Producción del Hábitat,https://www.unsam.edu.ar/escuelas/ehys/645/IA/Gestion-Produccion-Habitat,Especialización,,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229485",Escuela de Hábitat y Sostenibilidad,Técnicas de Análisis de Datos del Transporte,https://www.unsam.edu.ar/escuelas/ehys/694/transporte/analisis-datos-transporte,Especialización,,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229486",Escuela de Hábitat y Sostenibilidad,Silvicultura urbana y periurbana,https://www.unsam.edu.ar/escuelas/ehys/735/ehys/silvicultura-periurbana,Especialización,,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229342",Escuela Interdisciplinaria de Altos Estudios Sociales - IDAES,Sociología,https://www.unsam.edu.ar/escuelas/eidaes/133/idaes/sociologia,Licenciatura,Del 01/09 al 19/12 de 2025,,gradoidaes@unsam.edu.ar,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229355",Escuela de Política y Gobierno,Administración Pública,https://www.unsam.edu.ar/escuelas/epyg/130/Política/administracion-publica,Licenciatura,Del  6/10 al 24/10/2025,,gradopyg@unsam.edu.ar,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229356",Escuela de Política y Gobierno,Ciencia Política,https://www.unsam.edu.ar/escuelas/epyg/131/Política/ciencia-Política,Licenciatura,Del  6/10 al 24/10/2026,,gradopyg@unsam.edu.ar,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229357",Escuela de Política y Gobierno,Relaciones Internacionales,https://www.unsam.edu.ar/escuelas/epyg/452/Política/relaciones-internacionales,Licenciatura,27/10/2025,,gradopyg@unsam.edu.ar,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229359",Escuela de Política y Gobierno,Administración Pública,https://www.unsam.edu.ar/escuelas/epyg/376/Política/administracion-publicaAD,Licenciatura,,,gradopyg@unsam.edu.ar,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229375",Escuela de Humanidades,Psicopedagogía,https://www.unsam.edu.ar/escuelas/eh/6/humanidades/psicopedagogia,Licenciatura,Del 01/10/2024 al 04/10/2024,,psicopedagogia@unsam.edu.ar,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229376",Escuela de Humanidades,Filosofía,https://www.unsam.edu.ar/escuelas/eh/7/humanidades/filosofía,Licenciatura,Del 21/10/2024 al 29/11/2024,,filosofía@unsam.edu.ar,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229377",Escuela de Humanidades,Educación,https://www.unsam.edu.ar/escuelas/eh/143/humanidades/educación,Licenciatura,Del 21/10/2024 al 29/11/2025,,educación@unsam.edu.ar,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229378",Escuela de Humanidades,Historia,https://www.unsam.edu.ar/escuelas/eh/375/humanidades/historia,Licenciatura,Del 21/10/2024 al 29/11/2026,,historia@unsam.edu.ar,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229381",Escuela de Humanidades,Enseñanza de las Ciencias,https://www.unsam.edu.ar/escuelas/eh/1/humanidades/ciencias,Licenciatura,,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229382",Escuela de Humanidades,Enseñanza de las Ciencias Sociales,https://www.unsam.edu.ar/escuelas/eh/2/humanidades/ciencias-sociales,Licenciatura,,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229383",Escuela de Humanidades,Enseñanza de la Lengua y la Literatura,https://www.unsam.edu.ar/escuelas/eh/8/humanidades/lengua-literatura,Licenciatura,,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229384",Escuela de Humanidades,Comunicación Audiovisual,https://www.unsam.edu.ar/escuelas/eh/9/humanidades/comunicación-audiovisual,Licenciatura,,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229385",Escuela de Humanidades,Lengua Inglesa,https://www.unsam.edu.ar/escuelas/eh/42/humanidades/lengua-inglesa,Licenciatura,,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229386",Escuela de Humanidades,Artes,https://www.unsam.edu.ar/escuelas/eh/48/humanidades/artes,Licenciatura,,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229387",Escuela de Humanidades,Educación Inicial,https://www.unsam.edu.ar/escuelas/eh/122/humanidades/educación-inicial,Licenciatura,,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229388",Escuela de Humanidades,Educación Especial,https://www.unsam.edu.ar/escuelas/eh/132/humanidades/educación-especial,Licenciatura,,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229389",Escuela de Humanidades,Filosofía,https://www.unsam.edu.ar/escuelas/eh/408/humanidades/filosofia2,Licenciatura,,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229390",Escuela de Humanidades,Comunicación Audiovisual,https://www.unsam.edu.ar/escuelas/eh/693/humanidades/comunicación-audiovisual-virtual,Licenciatura,,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229415",Escuela de Economía y Negocios,Contador Público,https://www.unsam.edu.ar/escuelas/eeyn/84/economia/contador-publico,Licenciatura,Del 1 al 31 de octubre de 2025,,http://consultaseeyn.unsam.edu.ar/,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229416",Escuela de Economía y Negocios,Turismo,https://www.unsam.edu.ar/escuelas/eeyn/83/economia/turismo,Licenciatura,Del 1 al 31 de octubre de 2025,,http://consultaseeyn.unsam.edu.ar/,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229417",Escuela de Economía y Negocios,Administración y Gestión Empresarial,https://www.unsam.edu.ar/escuelas/eeyn/85/economia/administracion-gestion-empresarial,Licenciatura,Del 1 al 31 de octubre de 2025,,http://consultaseeyn.unsam.edu.ar/,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229418",Escuela de Economía y Negocios,Economía,https://www.unsam.edu.ar/escuelas/eeyn/86/economia/economia,Licenciatura,Del 1 al 31 de octubre de 2025,,http://consultaseeyn.unsam.edu.ar/,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229419",Escuela de Economía y Negocios,Economía del Conocimiento,https://www.unsam.edu.ar/escuelas/eeyn/773/eeyn/economia-conocimiento,Licenciatura,Del 1 al 31 de octubre de 2025,,http://consultaseeyn.unsam.edu.ar/,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229439",Escuela de Ciencia y Tecnología,Física Médica,https://www.unsam.edu.ar/escuelas/ecyt/13/ciencia/fisica-medica,Licenciatura,Del 08 al 26 de septiembre,,ecyt.estudiantes@unsam.edu.ar,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229440",Escuela de Ciencia y Tecnología,Biotecnología,https://www.unsam.edu.ar/escuelas/ecyt/58/ciencia/biotecnologia,Licenciatura,Del 08 al 26 de septiembre,,ecyt.estudiantes@unsam.edu.ar,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229441",Escuela de Ciencia y Tecnología,Ciencia de Datos,https://www.unsam.edu.ar/escuelas/ecyt/661/ciencia/ciencia-de-datos,Licenciatura,Del 08 al 26 de septiembre,,ecyt.estudiantes@unsam.edu.ar,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229442",Escuela de Ciencia y Tecnología,Desarrollo de Software,https://www.unsam.edu.ar/escuelas/ecyt/775/ecyt/desarrollo-software,Licenciatura,Del 08 al 26 de septiembre,,ecyt.estudiantes@unsam.edu.ar,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229443",Escuela de Ciencia y Tecnología,Diagnóstico por Imágenes,https://www.unsam.edu.ar/escuelas/ecyt/14/ciencia/diagno-imagenes2,Licenciatura,Del 08 al 26 de septiembre,,ecyt.estudiantes@unsam.edu.ar,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229446",Instituto de Rehabilitación y Movimiento,Ortesis y Prótesis,https://www.unsam.edu.ar/institutos/ICRyM/63/icrym/ortesis-protesis,Licenciatura,Del 1 al 21 de octubre de 2025,,icrm.dga@unsam.edu.ar,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229447",Instituto de Rehabilitación y Movimiento,Terapia Ocupacional,https://www.unsam.edu.ar/institutos/ICRyM/64/icrym/terapia-ocupacional,Licenciatura,Del 1 al 21 de octubre de 2025,,icrm.dga@unsam.edu.ar,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229449",Instituto de Rehabilitación y Movimiento,Educación Física,https://www.unsam.edu.ar/institutos/ICRyM/60/icrym/eduacion-fisica,Licenciatura,,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229450",Instituto de Rehabilitación y Movimiento,Kinesiología y Fisiatría,https://www.unsam.edu.ar/institutos/ICRyM/62/icrym/kinesiologia,Licenciatura,,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229451",Instituto de Rehabilitación y Movimiento,Rehabilitación Visual,https://www.unsam.edu.ar/institutos/ICRyM/191/icrym/rehabilitacion-visual,Licenciatura,,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229465",Escuela de Arte y Patrimonio,Artes Escénicas,https://www.unsam.edu.ar/escuelas/eayp/319/artes/artes-escenicas,Licenciatura,octubre 2025,,serviciosacademicos.eayp@unsam.edu.ar,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229466",Escuela de Arte y Patrimonio,Cine Documental,https://www.unsam.edu.ar/escuelas/eayp/320/artes/cine-documental,Licenciatura,octubre 2025,,serviciosacademicos.eayp@unsam.edu.ar,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229467",Escuela de Arte y Patrimonio,Fotografía,https://www.unsam.edu.ar/escuelas/eayp/385/artes/fotografia,Licenciatura,octubre 2025,,serviciosacademicos.eayp@unsam.edu.ar,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229468",Escuela de Arte y Patrimonio,Música Argentina,https://www.unsam.edu.ar/escuelas/eayp/386/artes/musica-argentina,Licenciatura,octubre 2025,,serviciosacademicos.eayp@unsam.edu.ar,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229476",Escuela de Hábitat y Sostenibilidad,Gestión y Tecnología Ferroviaria,https://www.unsam.edu.ar/escuelas/ehys/573/transporte/Gestion-Tecnologia-Ferroviaria,Licenciatura,,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229493",Escuela de Bio y Nanotecnologías,Biotecnología,https://www.unsam.edu.ar/escuelas/ebyn/233/ebyn/biotecnologia,Licenciatura,Del 08 al 26 de septiembre,,ecyt.estudiantes@unsam.edu.ar,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229345",Escuela Interdisciplinaria de Altos Estudios Sociales - IDAES,Ciencia Política,https://www.unsam.edu.ar/escuelas/eidaes/21/idaes/ciencia-Política,Maestría,Del 01/09 al 19/12 de 2025,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229346",Escuela Interdisciplinaria de Altos Estudios Sociales - IDAES,Historia del Arte Argentino y Latinoamericano,https://www.unsam.edu.ar/escuelas/eidaes/22/idaes/historia-arte,Maestría,Del 01/09 al 19/12 de 2025,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229347",Escuela Interdisciplinaria de Altos Estudios Sociales - IDAES,Historia,https://www.unsam.edu.ar/escuelas/eidaes/23/idaes/historia,Maestría,Del 01/09 al 19/12 de 2025,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229348",Escuela Interdisciplinaria de Altos Estudios Sociales - IDAES,Sociología de la Cultura y Análisis Cultural,https://www.unsam.edu.ar/escuelas/eidaes/24/idaes/sociologia-cultura,Maestría,Del 01/09 al 19/12 de 2025,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229349",Escuela Interdisciplinaria de Altos Estudios Sociales - IDAES,Sociología Económica,https://www.unsam.edu.ar/escuelas/eidaes/25/idaes/sociologia-economica,Maestría,Del 01/09 al 19/12 de 2025,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229350",Escuela Interdisciplinaria de Altos Estudios Sociales - IDAES,Antropología Social,https://www.unsam.edu.ar/escuelas/eidaes/152/idaes/antropologia-social3,Maestría,Del 01/09 al 19/12 de 2025,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229351",Escuela Interdisciplinaria de Altos Estudios Sociales - IDAES,Desarrollo Económico,https://www.unsam.edu.ar/escuelas/eidaes/273/idaes/desarrollo-economico,Maestría,Del 01/09 al 19/12 de 2025,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229352",Escuela Interdisciplinaria de Altos Estudios Sociales - IDAES,Clínica Psicoanalítica,https://www.unsam.edu.ar/escuelas/eidaes/321/idaes/clinica-psicoanalitica,Maestría,Del 01/09 al 19/12 de 2025,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229353",Escuela Interdisciplinaria de Altos Estudios Sociales - IDAES,Estudios Feministas,https://www.unsam.edu.ar/escuelas/eidaes/664/idaes/estudios-feministas,Maestría,Del 01/09 al 19/12 de 2025,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229354",Escuela Interdisciplinaria de Altos Estudios Sociales - IDAES,Sociología Política,https://www.unsam.edu.ar/escuelas/eidaes/665/idaes/sociologia-Política,Maestría,Del 01/09 al 19/12 de 2025,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229366",Escuela de Política y Gobierno,Políticas Públicas y Gerenciamiento del Desarrollo,https://www.unsam.edu.ar/escuelas/epyg/29/Política/Políticas-publicas,Maestría,,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229367",Escuela de Política y Gobierno,"Análisis, Derecho y Gestión Electoral",https://www.unsam.edu.ar/escuelas/epyg/185/Política/gestion-electoral,Maestría,,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229368",Escuela de Política y Gobierno,Estudios Electorales,https://www.unsam.edu.ar/escuelas/epyg/331/Política/estudios-electorales,Maestría,,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229369",Escuela de Política y Gobierno,Gobierno y economía política,https://www.unsam.edu.ar/escuelas/epyg/338/Política/gobierno-economia-Política,Maestría,,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229370",Escuela de Política y Gobierno,Política y Gestión Local,https://www.unsam.edu.ar/escuelas/epyg/384/Política/Política-gestion-local,Maestría,,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229371",Escuela de Política y Gobierno,Planificación y Evaluación de Políticas Públicas,https://www.unsam.edu.ar/escuelas/epyg/432/Política/planificacion-evaluacion-Políticas-publicas,Maestría,,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229372",Escuela de Política y Gobierno,Compras Públicas,https://www.unsam.edu.ar/escuelas/epyg/454/Política/compras-publicas,Maestría,,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229373",Escuela de Política y Gobierno,Relaciones Internacionales,https://www.unsam.edu.ar/escuelas/epyg/548/Política/relaciones-internacionales,Maestría,,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229374",Escuela de Política y Gobierno,Política y Gobierno,https://www.unsam.edu.ar/escuelas/epyg/608/Política/Políticas-gobierno,Maestría,,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229401",Escuela de Humanidades,Estudios Latinoamericanos,https://www.unsam.edu.ar/escuelas/eh/50/humanidades/estudios-latinoamericanos,Maestría,,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229402",Escuela de Humanidades,"Educación, Lenguajes y Medios",https://www.unsam.edu.ar/escuelas/eh/144/humanidades/lenguajes-medios,Maestría,,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229403",Escuela de Humanidades,Cooperación Internacional,https://www.unsam.edu.ar/escuelas/eh/155/humanidades/cooperacion-internacional,Maestría,,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229404",Escuela de Humanidades,Derechos Humanos y Políticas Sociales,https://www.unsam.edu.ar/escuelas/eh/158/humanidades/derechos-humanos,Maestría,,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229405",Escuela de Humanidades,Derechos Humanos y Democratización en América Latina y el caribe,https://www.unsam.edu.ar/escuelas/eh/249/humanidades/derechos-humanos,Maestría,,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229406",Escuela de Humanidades,Literaturas de América Latina,https://www.unsam.edu.ar/escuelas/eh/317/humanidades/literaturas-América-latina,Maestría,,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229407",Escuela de Humanidades,Historia Conceptual,https://www.unsam.edu.ar/escuelas/eh/350/humanidades/historia-conceptual,Maestría,,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229408",Escuela de Humanidades,Periodismo narrativo,https://www.unsam.edu.ar/escuelas/eh/542/humanidades/periodismo-narrativo,Maestría,,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229409",Escuela de Humanidades,Educación,https://www.unsam.edu.ar/escuelas/eh/626/humanidades/educación,Maestría,,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229410",Escuela de Humanidades,Cultura y Literatura en Lengua Inglesa,https://www.unsam.edu.ar/escuelas/eh/737/eayp/cultura-literatura-inglesa,Maestría,,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229411",Escuela de Humanidades,Literatura infantil y Juvenil,https://www.unsam.edu.ar/escuelas/eh/740/humanidades/literatura-infantil,Maestría,,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229412",Escuela de Humanidades,Neuropsicología Infantil,https://www.unsam.edu.ar/escuelas/eh/772/eh/neuropsicologia-infantil,Maestría,,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229425",Escuela de Economía y Negocios,Economía y Desarrollo del Turismo,https://www.unsam.edu.ar/escuelas/eeyn/123/economia/economia-desarrollo-turismo1,Maestría,,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229426",Escuela de Economía y Negocios,Finanzas,https://www.unsam.edu.ar/escuelas/eeyn/697/economia/finanzas,Maestría,,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229427",Escuela de Economía y Negocios,Diseño y Gestión de la Tecnología y la Innovación,https://www.unsam.edu.ar/escuelas/eeyn/701/economia/tecnologia-innovacion,Maestría,,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229463",Instituto de Tecnología Prof. Jorge Sabato,Ciencia y Tecnología de Materiales,https://www.unsam.edu.ar/institutos/sabato/31/sabato/materiales3,Maestría,,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229470",Escuela de Arte y Patrimonio,Prácticas Artísticas Contemporáneas,https://www.unsam.edu.ar/escuelas/eayp/733/tarea/practicas-artisticas-contemporaneas,Maestría,,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229471",Escuela de Arte y Patrimonio,Conservación y Restauración de Bienes Culturales,https://www.unsam.edu.ar/escuelas/eayp/265/iipc/restauracion,Maestría,,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229472",Escuela de Arte y Patrimonio,Estudios sobre imagen y archivos fotográficos,https://www.unsam.edu.ar/escuelas/eayp/706/eayp/estudios-imagen-archivos-fotograficos,Maestría,,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229487",Escuela de Hábitat y Sostenibilidad,Control de Plagas y su Impacto Ambiental,https://www.unsam.edu.ar/escuelas/ehys/129/3ia/control-plagas,Maestría,,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229488",Escuela de Hábitat y Sostenibilidad,Gestión Ambiental,https://www.unsam.edu.ar/escuelas/ehys/140/3ia/gestion-ambiental,Maestría,,,,
UNSAM,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires","-34.58056207530275, -58.52249443229489",Escuela de Hábitat y Sostenibilidad,Política y Planificación del Transporte,https://www.unsam.edu.ar/escuelas/ehys/481/transporte/planificacion-transporte-maestria,Maestría,,,,
