provider_name,program_name,title,level_or_modality,modality,address,barrio,locality,contact,phone,website,schedule,duration,enrollment_period,notes,unit,lat,lon,maps_url,address_kmz,geo_source
UNIVERSIDAD NACIONAL DE SAN MARTÍN,Gestión y Tecnología Ferroviaria,Licenciatura,Superior,,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires",A validar (UNSAM),San Martín,,,,,,,,Escuela de Hábitat y Sostenibilidad,,,https://www.google.com/maps/search/?api=1&query=Av.+25+de+Mayo+1169%2C+B1650+San+Mart%C3%ADn%2C+Provincia+de+Buenos+Aires,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
UNIVERSIDAD NACIONAL DE SAN MARTÍN,Gobierno y economía política,Maestría,Superior,,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires",A validar (UNSAM),San Martín,,,,,,,,Escuela de Política y Gobierno,,,https://www.google.com/maps/search/?api=1&query=Av.+25+de+Mayo+1169%2C+B1650+San+Mart%C3%ADn%2C+Provincia+de+Buenos+Aires,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
UNIVERSIDAD NACIONAL DE SAN MARTÍN,Guía de Turismo,Tecnicatura,Superior,,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires",A validar (UNSAM),San Martín,,,http://consultaseeyn.unsam.edu.ar/,,,,,Escuela de Economía y Negocios,,,https://www.google.com/maps/search/?api=1&query=Av.+25+de+Mayo+1169%2C+B1650+San+Mart%C3%ADn%2C+Provincia+de+Buenos+Aires,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
UNIVERSIDAD NACIONAL DE SAN MARTÍN,Historia Conceptual,Maestría,Superior,,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires",A validar (UNSAM),San Martín,,,,,,,,Escuela de Humanidades,,,https://www.google.com/maps/search/?api=1&query=Av.+25+de+Mayo+1169%2C+B1650+San+Mart%C3%ADn%2C+Provincia+de+Buenos+Aires,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
UNIVERSIDAD NACIONAL DE SAN MARTÍN,Historia del Arte Argentino y Latinoamericano,Maestría,Superior,,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires",A validar (UNSAM),San Martín,,,,,,Del 01/09 al 19/12 de 2025,,Escuela Interdisciplinaria de Altos Estudios Sociales - IDAES,,,https://www.google.com/maps/search/?api=1&query=Av.+25+de+Mayo+1169%2C+B1650+San+Mart%C3%ADn%2C+Provincia+de+Buenos+Aires,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
UNIVERSIDAD NACIONAL DE SAN MARTÍN,Historia,Doctorado,Superior,,UNIVERSIDAD NACIONAL DE SAN MARTIN,A validar (UNSAM),San Martín,,,,,,Del 01/09 al 19/12 de 2025,,Escuela Interdisciplinaria de Altos Estudios Sociales - IDAES,,,https://www.google.com/maps/search/?api=1&query=UNIVERSIDAD+NACIONAL+DE+SAN+MARTIN,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
UNIVERSIDAD NACIONAL DE SAN MARTÍN,Historia,Licenciatura,Superior,,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires",A validar (UNSAM),San Martín,historia@unsam.edu.ar,,,,,Del 21/10/2024 al 29/11/2026,,Escuela de Humanidades,,,https://www.google.com/maps/search/?api=1&query=Av.+25+de+Mayo+1169%2C+B1650+San+Mart%C3%ADn%2C+Provincia+de+Buenos+Aires,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
UNIVERSIDAD NACIONAL DE SAN MARTÍN,Historia,Maestría,Superior,,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires",A validar (UNSAM),San Martín,,,,,,Del 01/09 al 19/12 de 2025,,Escuela Interdisciplinaria de Altos Estudios Sociales - IDAES,,,https://www.google.com/maps/search/?api=1&query=Av.+25+de+Mayo+1169%2C+B1650+San+Mart%C3%ADn%2C+Provincia+de+Buenos+Aires,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
UNIVERSIDAD NACIONAL DE SAN MARTÍN,Industrial,Ingeniería,Superior,,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires",A validar (UNSAM),San Martín,ecyt.estudiantes@unsam.edu.ar,,,,,Del 08 al 26 de septiembre,,Escuela de Ciencia y Tecnología,,,https://www.google.com/maps/search/?api=1&query=Av.+25+de+Mayo+1169%2C+B1650+San+Mart%C3%ADn%2C+Provincia+de+Buenos+Aires,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
UNIVERSIDAD NACIONAL DE SAN MARTÍN,Ingeniería Electrónica,Ingeniería,Superior,,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires",A validar (UNSAM),San Martín,ecyt.estudiantes@unsam.edu.ar,,,,,Del 08 al 26 de septiembre,,Escuela de Ciencia y Tecnología,,,https://www.google.com/maps/search/?api=1&query=Av.+25+de+Mayo+1169%2C+B1650+San+Mart%C3%ADn%2C+Provincia+de+Buenos+Aires,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
UNIVERSIDAD NACIONAL DE SAN MARTÍN,Kinesiología y Fisiatría,Licenciatura,Superior,,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires",A validar (UNSAM),San Martín,,,,,,,,Instituto de Rehabilitación y Movimiento,,,https://www.google.com/maps/search/?api=1&query=Av.+25+de+Mayo+1169%2C+B1650+San+Mart%C3%ADn%2C+Provincia+de+Buenos+Aires,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
UNIVERSIDAD NACIONAL DE SAN MARTÍN,Laboratorio,Tecnicatura,Superior,,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires",A validar (UNSAM),San Martín,docencia@intech.gov.ar,,,,,,,Escuela de Bio y Nanotecnologías,,,https://www.google.com/maps/search/?api=1&query=Av.+25+de+Mayo+1169%2C+B1650+San+Mart%C3%ADn%2C+Provincia+de+Buenos+Aires,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
UNIVERSIDAD NACIONAL DE SAN MARTÍN,Lengua Inglesa,Licenciatura,Superior,,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires",A validar (UNSAM),San Martín,,,,,,,,Escuela de Humanidades,,,https://www.google.com/maps/search/?api=1&query=Av.+25+de+Mayo+1169%2C+B1650+San+Mart%C3%ADn%2C+Provincia+de+Buenos+Aires,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
UNIVERSIDAD NACIONAL DE SAN MARTÍN,Letras,Profesorado,Superior,,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires",A validar (UNSAM),San Martín,letras@unsam.edu.ar,,,,,Del 21/10/2024 al 29/11/2026,,Escuela de Humanidades,,,https://www.google.com/maps/search/?api=1&query=Av.+25+de+Mayo+1169%2C+B1650+San+Mart%C3%ADn%2C+Provincia+de+Buenos+Aires,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
UNIVERSIDAD NACIONAL DE SAN MARTÍN,Literatura Infantil y Juvenil,Especialización,Superior,,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires",A validar (UNSAM),San Martín,,,,,,,,Escuela de Humanidades,,,https://www.google.com/maps/search/?api=1&query=Av.+25+de+Mayo+1169%2C+B1650+San+Mart%C3%ADn%2C+Provincia+de+Buenos+Aires,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
UNIVERSIDAD NACIONAL DE SAN MARTÍN,Literatura infantil y Juvenil,Maestría,Superior,,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires",A validar (UNSAM),San Martín,,,,,,,,Escuela de Humanidades,,,https://www.google.com/maps/search/?api=1&query=Av.+25+de+Mayo+1169%2C+B1650+San+Mart%C3%ADn%2C+Provincia+de+Buenos+Aires,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
UNIVERSIDAD NACIONAL DE SAN MARTÍN,Literaturas de América Latina,Maestría,Superior,,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires",A validar (UNSAM),San Martín,,,,,,,,Escuela de Humanidades,,,https://www.google.com/maps/search/?api=1&query=Av.+25+de+Mayo+1169%2C+B1650+San+Mart%C3%ADn%2C+Provincia+de+Buenos+Aires,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
UNIVERSIDAD NACIONAL DE SAN MARTÍN,Martillero Público y Corredor de Comercio,Martillero,Superior,,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires",A validar (UNSAM),San Martín,,,http://consultaseeyn.unsam.edu.ar/,,,Del 1 al 31 de octubre de 2025,,Escuela de Economía y Negocios,,,https://www.google.com/maps/search/?api=1&query=Av.+25+de+Mayo+1169%2C+B1650+San+Mart%C3%ADn%2C+Provincia+de+Buenos+Aires,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
UNIVERSIDAD NACIONAL DE SAN MARTÍN,Materiales,Ingeniería,Superior,,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires",A validar (UNSAM),San Martín,,,,,,,,Instituto de Tecnología Prof. Jorge Sabato,,,https://www.google.com/maps/search/?api=1&query=Av.+25+de+Mayo+1169%2C+B1650+San+Mart%C3%ADn%2C+Provincia+de+Buenos+Aires,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
UNIVERSIDAD NACIONAL DE SAN MARTÍN,Microbiología Molecular,Maestría,Superior,,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires",A validar (UNSAM),San Martín,,,,,,,,Escuela de Bio y Nanotecnologías,,,https://www.google.com/maps/search/?api=1&query=Av.+25+de+Mayo+1169%2C+B1650+San+Mart%C3%ADn%2C+Provincia+de+Buenos+Aires,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
UNIVERSIDAD NACIONAL DE SAN MARTÍN,Música Argentina,Licenciatura,Superior,,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires",A validar (UNSAM),San Martín,serviciosacademicos.eayp@unsam.edu.ar,,,,,2025-10-01 00:00:00,,Escuela de Arte y Patrimonio,,,https://www.google.com/maps/search/?api=1&query=Av.+25+de+Mayo+1169%2C+B1650+San+Mart%C3%ADn%2C+Provincia+de+Buenos+Aires,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
UNIVERSIDAD NACIONAL DE SAN MARTÍN,Neuropsicología Infantil,Maestría,Superior,,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires",A validar (UNSAM),San Martín,,,,,,,,Escuela de Humanidades,,,https://www.google.com/maps/search/?api=1&query=Av.+25+de+Mayo+1169%2C+B1650+San+Mart%C3%ADn%2C+Provincia+de+Buenos+Aires,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
UNIVERSIDAD NACIONAL DE SAN MARTÍN,Nuclear con orientación en aplicaciones,Ingeniería,Superior,,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires",A validar (UNSAM),San Martín,ingenierianuclearbeninson@gmail.com,,,,,,,Instituto Dan Beninson,,,https://www.google.com/maps/search/?api=1&query=Av.+25+de+Mayo+1169%2C+B1650+San+Mart%C3%ADn%2C+Provincia+de+Buenos+Aires,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
UNIVERSIDAD NACIONAL DE SAN MARTÍN,Ortesis y Prótesis,Licenciatura,Superior,,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires",A validar (UNSAM),San Martín,icrm.dga@unsam.edu.ar,,,,,Del 1 al 21 de octubre de 2025,,Instituto de Rehabilitación y Movimiento,,,https://www.google.com/maps/search/?api=1&query=Av.+25+de+Mayo+1169%2C+B1650+San+Mart%C3%ADn%2C+Provincia+de+Buenos+Aires,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
UNIVERSIDAD NACIONAL DE SAN MARTÍN,Periodismo narrativo,Maestría,Superior,,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires",A validar (UNSAM),San Martín,,,,,,,,Escuela de Humanidades,,,https://www.google.com/maps/search/?api=1&query=Av.+25+de+Mayo+1169%2C+B1650+San+Mart%C3%ADn%2C+Provincia+de+Buenos+Aires,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
UNIVERSIDAD NACIONAL DE SAN MARTÍN,Planificación y Evaluación de Políticas Públicas,Maestría,Superior,,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires",A validar (UNSAM),San Martín,,,,,,,,Escuela de Política y Gobierno,,,https://www.google.com/maps/search/?api=1&query=Av.+25+de+Mayo+1169%2C+B1650+San+Mart%C3%ADn%2C+Provincia+de+Buenos+Aires,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
UNIVERSIDAD NACIONAL DE SAN MARTÍN,Política y Gestión Local,Maestría,Superior,,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires",A validar (UNSAM),San Martín,,,,,,,,Escuela de Política y Gobierno,,,https://www.google.com/maps/search/?api=1&query=Av.+25+de+Mayo+1169%2C+B1650+San+Mart%C3%ADn%2C+Provincia+de+Buenos+Aires,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
UNIVERSIDAD NACIONAL DE SAN MARTÍN,Política y Gobierno,Maestría,Superior,,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires",A validar (UNSAM),San Martín,,,,,,,,Escuela de Política y Gobierno,,,https://www.google.com/maps/search/?api=1&query=Av.+25+de+Mayo+1169%2C+B1650+San+Mart%C3%ADn%2C+Provincia+de+Buenos+Aires,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
